transaction_id,date,customer_id,product,category,region,channel,quantity,unit_price,discount,revenue
T00295,2025-08-24,C0392,Wireless Mouse,Accessories,North,Online,1,51.21,0,51.21
T00296,2025-12-05,C0124,USB-C Dock,Accessories,South,Online,2,166.42,0.15,282.91
T00297,2025-02-21,C0025,Tablet 11,Tablets,South,Partner,1,511.17,0.05,485.61
T00298,2025-01-23,C0398,USB-C Dock,Accessories,North,Online,1,163.85,0.05,155.66
T00299,2025-09-15,C0296,Mechanical Keyboard,Accessories,East,Online,1,120.09,0.15,102.08
T00300,2025-06-04,C0141,27in Monitor,Monitors,North,Partner,5,345.38,0.05,1640.56
T00301,2025-10-30,C0254,Smartphone Lite,Phones,North,Retail,3,494.64,0.05,1409.72
T00302,2025-11-26,C0210,Smartphone X,Phones,South,Retail,1,817.82,0.05,776.93
T00303,2025-07-12,C0154,27in Monitor,Monitors,South,Retail,2,363.63,0.05,690.9
T00304,2025-01-30,C0199,Webcam HD,Accessories,South,Retail,1,89.32,0,89.32
T00305,2025-04-15,C0048,Wireless Mouse,Accessories,South,Online,2,51.04,0.15,86.77
T00306,2025-05-18,C0097,USB-C Dock,Accessories,South,Retail,2,166.13,0.05,315.65
T00307,2025-04-17,C0098,Wireless Mouse,Accessories,North,Partner,1,47.31,0.15,40.21
T00308,2025-09-03,C0123,24in Monitor,Monitors,East,Retail,2,226.16,0.1,407.09
T00309,2025-07-14,C0263,Noise-Cancel Headset,Audio,West,Retail,2,173.88,0,347.76
T00310,2025-02-20,C0190,Smartphone Lite,Phones,East,Retail,1,523.81,0.1,471.43
T00311,2025-01-24,C0284,Tablet 11,Tablets,West,Retail,3,470.03,0.1,1269.08
T00312,2025-03-20,C0256,24in Monitor,Monitors,East,Retail,1,238.16,0,238.16
T00313,2025-09-08,C0181,Smartphone Lite,Phones,South,Online,2,479.13,0.05,910.35
T00314,2025-10-07,C0031,Noise-Cancel Headset,Audio,North,Online,1,189.53,0.15,161.1
T00315,2025-12-09,C0119,Laptop Pro 14,Computers,North,Partner,2,1352.4,0,2704.8
T00316,2025-03-19,C0327,Laptop Pro 14,Computers,West,Partner,1,1230.48,0.05,1168.96
T00317,2025-09-07,C0272,Laptop Pro 14,Computers,East,Partner,1,1222.91,0.05,1161.76
T00318,2025-05-27,C0092,Laptop Pro 14,Computers,North,Online,1,1288.18,0.05,1223.77
T00319,2025-09-26,C0182,27in Monitor,Monitors,East,Retail,1,338.63,0.05,321.7
T00320,2025-02-10,C0357,Wireless Mouse,Accessories,South,Retail,4,47.49,0.05,180.46
T00321,2025-12-17,C0048,Laptop Air 13,Computers,West,Retail,2,1030.12,0.1,1854.22
T00322,2025-07-13,C0043,Webcam HD,Accessories,West,Retail,1,91.17,0.05,86.61
T00323,2025-11-27,C0271,Wireless Mouse,Accessories,North,Online,2,46.62,0.1,83.92
T00324,2025-04-19,C0039,Smartphone Lite,Phones,East,Partner,3,471.85,0.05,1344.77
T00325,2025-10-16,C0107,Smartphone X,Phones,South,Partner,1,781.21,0.15,664.03
T00326,2025-07-23,C0200,Laptop Air 13,Computers,East,Retail,1,1007.0,0.05,956.65
T00327,2025-03-13,C0028,Smartphone Lite,Phones,North,Retail,2,527.4,0.05,1002.06
T00328,2025-04-29,C0204,Laptop Air 13,Computers,East,Online,1,1053.53,0.1,948.18
T00329,2025-11-21,C0284,Mechanical Keyboard,Accessories,West,Retail,2,115.12,0.05,218.73
T00330,2025-04-06,C0152,Smartphone X,Phones,South,Partner,2,825.1,0,1650.2
T00331,2025-02-07,C0079,Laptop Air 13,Computers,West,Retail,1,1033.03,0,1033.03
T00332,2025-07-04,C0390,Laptop Air 13,Computers,East,Online,1,992.37,0.15,843.51
T00333,2025-03-09,C0209,Laptop Air 13,Computers,North,Online,1,1005.56,0,1005.56
T00334,2025-02-15,C0198,Wireless Mouse,Accessories,North,Retail,2,50.67,0.05,96.27
T00335,2025-07-31,C0125,USB-C Dock,Accessories,South,Partner,2,160.14,0.1,288.25
T00336,2025-07-14,C0033,27in Monitor,Monitors,South,Retail,1,348.71,0,348.71
T00337,2025-05-22,C0127,USB-C Dock,Accessories,West,Partner,1,156.35,0.1,140.72
T00338,2025-11-12,C0203,24in Monitor,Monitors,East,Partner,1,215.45,0,215.45
T00339,2025-07-14,C0334,Wireless Mouse,Accessories,South,Retail,1,50.9,0,50.9
T00340,2025-06-14,C0204,Tablet 11,Tablets,East,Retail,4,487.87,0,1951.48
T00341,2025-12-22,C0193,Smartphone X,Phones,East,Retail,1,774.3,0.05,735.58
T00342,2025-07-06,C0093,Laptop Air 13,Computers,North,Partner,4,1058.61,0,4234.44
T00343,2025-08-25,C0036,Smartphone Lite,Phones,West,Partner,1,518.84,0.1,466.96
T00344,2025-09-13,C0367,27in Monitor,Monitors,West,Retail,2,355.64,0,711.28
T00345,2025-02-07,C0260,Noise-Cancel Headset,Audio,West,Partner,5,176.87,0.05,840.13
T00346,2025-01-19,C0044,Wireless Mouse,Accessories,North,Online,2,49.55,0.1,89.19
T00347,2025-12-03,C0331,Smartphone X,Phones,West,Retail,1,755.31,0.05,717.54
T00348,2025-08-09,C0266,Laptop Air 13,Computers,South,Retail,1,1000.28,0,1000.28
T00349,2025-07-11,C0078,USB-C Dock,Accessories,East,Online,1,162.63,0.05,154.5
T00350,2025-09-05,C0374,Laptop Air 13,Computers,South,Retail,1,949.35,0.15,806.95
T00351,2025-06-09,C0244,Wireless Mouse,Accessories,North,Retail,1,48.9,0,48.9
T00352,2025-12-23,C0059,Noise-Cancel Headset,Audio,North,Retail,1,185.66,0,185.66
T00353,2025-11-28,C0125,Laptop Air 13,Computers,South,Partner,2,1057.01,0,2114.02
T00354,2025-03-23,C0208,Wireless Mouse,Accessories,South,Online,2,47.42,0.15,80.61
T00355,2025-11-24,C0102,Smartphone X,Phones,West,Partner,1,809.94,0,809.94
T00356,2025-08-08,C0361,USB-C Dock,Accessories,North,Partner,1,154.77,0,154.77
T00357,2025-02-22,C0135,Webcam HD,Accessories,West,Partner,1,88.55,0,88.55
T00358,2025-11-24,C0179,Wireless Mouse,Accessories,East,Retail,2,49.51,0.05,94.07
T00359,2025-11-13,C0315,27in Monitor,Monitors,North,Partner,3,340.52,0.1,919.4
T00360,2025-03-10,C0356,Wireless Mouse,Accessories,South,Partner,1,47.14,0,47.14
T00361,2025-07-18,C0250,USB-C Dock,Accessories,South,Partner,2,157.53,0.05,299.31
T00362,2025-03-27,C0318,Noise-Cancel Headset,Audio,North,Retail,1,186.35,0,186.35
T00363,2025-01-05,C0259,Noise-Cancel Headset,Audio,West,Retail,1,188.96,0.1,170.06
T00364,2025-12-17,C0043,Noise-Cancel Headset,Audio,North,Online,1,178.76,0.1,160.88
T00365,2025-05-30,C0235,Laptop Pro 14,Computers,West,Partner,1,1247.28,0.05,1184.92
T00366,2025-09-19,C0188,Laptop Air 13,Computers,North,Partner,2,1004.17,0,2008.34
T00367,2025-08-14,C0335,Webcam HD,Accessories,South,Retail,1,91.52,0,91.52
T00368,2025-01-17,C0061,Noise-Cancel Headset,Audio,South,Online,1,170.13,0.1,153.12
T00369,2025-10-29,C0085,Smartphone Lite,Phones,South,Online,1,506.95,0.1,456.25
T00370,2025-04-16,C0087,Laptop Pro 14,Computers,East,Partner,2,1314.1,0.05,2496.79
T00371,2025-05-30,C0348,Mechanical Keyboard,Accessories,North,Online,2,119.21,0.15,202.66
T00372,2025-07-30,C0068,Laptop Pro 14,Computers,South,Online,5,1240.84,0.1,5583.78
T00373,2025-12-31,C0251,Wireless Mouse,Accessories,South,Partner,3,50.04,0.1,135.11
T00374,2025-11-20,C0394,Mechanical Keyboard,Accessories,North,Retail,2,112.94,0,225.88
T00375,2025-09-21,C0250,Smartphone Lite,Phones,East,Partner,1,491.16,0.15,417.49
T00376,2025-01-02,C0358,Smartphone Lite,Phones,East,Online,1,507.07,0.2,405.66
T00377,2025-10-01,C0138,USB-C Dock,Accessories,East,Retail,1,153.5,0,153.5
T00378,2025-06-22,C0176,Webcam HD,Accessories,North,Online,2,88.84,0.05,168.8
T00379,2025-02-20,C0081,Smartphone X,Phones,West,Retail,2,762.97,0.05,1449.64
T00380,2025-01-01,C0333,USB-C Dock,Accessories,East,Online,1,151.98,0.05,144.38
T00381,2025-05-21,C0333,Laptop Air 13,Computers,South,Online,2,983.64,0,1967.28
T00382,2025-07-22,C0336,Smartphone X,Phones,North,Partner,1,773.51,0.05,734.83
T00383,2025-02-18,C0266,Laptop Pro 14,Computers,West,Online,1,1313.6,0,1313.6
T00384,2025-01-05,C0356,Smartphone Lite,Phones,South,Retail,1,520.58,0,520.58
T00385,2025-02-06,C0161,24in Monitor,Monitors,East,Retail,1,218.07,0.1,196.26
T00386,2025-03-12,C0347,USB-C Dock,Accessories,South,Online,2,152.0,0.1,273.6
T00387,2025-09-29,C0370,Tablet 11,Tablets,South,Partner,1,495.41,0.05,470.64
T00388,2025-03-19,C0052,USB-C Dock,Accessories,South,Online,2,153.61,0,307.22
T00389,2025-10-29,C0072,Smartphone Lite,Phones,South,Retail,1,487.89,0.15,414.71
T00390,2025-11-27,C0146,Laptop Air 13,Computers,North,Partner,1,1025.52,0.05,974.24
T00391,2025-06-04,C0152,24in Monitor,Monitors,North,Online,1,235.81,0.05,224.02
T00392,2025-09-11,C0271,USB-C Dock,Accessories,North,Retail,1,160.79,0.05,152.75
T00393,2025-06-12,C0280,27in Monitor,Monitors,South,Retail,1,345.69,0.1,311.12
T00394,2025-02-07,C0031,Laptop Pro 14,Computers,West,Partner,2,1254.69,0,2509.38
T00395,2025-05-27,C0206,Smartphone X,Phones,North,Partner,2,791.67,0.1,1425.01
T00396,2025-10-02,C0262,Webcam HD,Accessories,South,Online,2,86.97,0,173.94
T00397,2025-10-02,C0349,Wireless Mouse,Accessories,North,Retail,1,50.97,0.05,48.42
T00398,2025-12-24,C0045,USB-C Dock,Accessories,West,Online,2,150.56,0.1,271.01
T00399,2025-08-21,C0380,Tablet 11,Tablets,South,Online,2,513.47,0,1026.94
T00400,2025-01-07,C0178,Smartphone Lite,Phones,East,Online,1,498.79,0,498.79
T00401,2025-07-10,C0061,27in Monitor,Monitors,North,Retail,2,358.76,0.1,645.77
T00402,2025-08-08,C0322,Mechanical Keyboard,Accessories,North,Retail,2,125.78,0,251.56
T00403,2025-08-22,C0189,Webcam HD,Accessories,South,Retail,1,89.71,0.05,85.22
T00404,2025-02-22,C0002,Tablet 11,Tablets,North,Online,2,513.42,0,1026.84
T00405,2025-05-06,C0019,Laptop Pro 14,Computers,West,Online,1,1244.46,0,1244.46
T00406,2025-06-14,C0040,24in Monitor,Monitors,East,Online,1,222.71,0.1,200.44
T00407,2025-09-15,C0024,Smartphone X,Phones,West,Online,3,828.18,0,2484.54
T00408,2025-08-27,C0234,Mechanical Keyboard,Accessories,North,Retail,2,113.09,0,226.18
T00409,2025-04-13,C0238,Mechanical Keyboard,Accessories,East,Partner,2,120.75,0,241.5
T00410,2025-09-10,C0078,24in Monitor,Monitors,North,Retail,2,237.13,0.05,450.55
T00411,2025-01-13,C0005,24in Monitor,Monitors,East,Online,2,234.32,0.05,445.21
T00412,2025-12-03,C0272,USB-C Dock,Accessories,South,Retail,3,151.44,0.1,408.89
T00413,2025-09-09,C0023,Laptop Pro 14,Computers,South,Partner,4,1264.68,0,5058.72
T00414,2025-07-31,C0298,Smartphone Lite,Phones,North,Partner,3,513.84,0.05,1464.44
T00415,2025-03-10,C0223,Smartphone X,Phones,South,Online,3,805.5,0,2416.5
T00416,2025-05-30,C0377,Mechanical Keyboard,Accessories,East,Retail,3,117.47,0.15,299.55
T00417,2025-08-20,C0395,Mechanical Keyboard,Accessories,North,Online,1,113.8,0.15,96.73
T00418,2025-02-24,C0184,27in Monitor,Monitors,South,Retail,1,333.12,0,333.12
T00419,2025-06-07,C0352,Noise-Cancel Headset,Audio,East,Partner,1,171.65,0,171.65
T00420,2025-12-23,C0047,Tablet 11,Tablets,South,Retail,1,488.69,0.1,439.82
T00421,2025-07-22,C0090,Webcam HD,Accessories,North,Retail,1,92.42,0,92.42
T00422,2025-08-20,C0072,Webcam HD,Accessories,North,Online,2,88.59,0,177.18
T00423,2025-02-01,C0323,24in Monitor,Monitors,North,Partner,1,225.49,0.1,202.94
T00424,2025-10-28,C0102,Mechanical Keyboard,Accessories,West,Online,3,126.1,0,378.3
T00425,2025-02-17,C0294,Wireless Mouse,Accessories,West,Partner,1,46.36,0.15,39.41
T00426,2025-07-22,C0110,Noise-Cancel Headset,Audio,South,Retail,1,171.97,0.05,163.37
T00427,2025-05-24,C0126,Noise-Cancel Headset,Audio,East,Retail,3,181.56,0,544.68
T00428,2025-07-30,C0215,Webcam HD,Accessories,South,Partner,1,87.75,0,87.75
T00429,2025-09-27,C0196,24in Monitor,Monitors,East,Retail,2,237.1,0.1,426.78
T00430,2025-10-06,C0139,Noise-Cancel Headset,Audio,South,Online,1,175.17,0.05,166.41
T00431,2025-06-13,C0030,Tablet 11,Tablets,West,Partner,1,515.68,0.15,438.33
T00432,2025-07-03,C0337,Tablet 11,Tablets,South,Retail,5,475.06,0.2,1900.24
T00433,2025-10-01,C0199,Smartphone Lite,Phones,East,Online,1,482.2,0.2,385.76
T00434,2025-04-01,C0303,24in Monitor,Monitors,North,Partner,2,234.43,0.1,421.97
T00435,2025-12-25,C0097,Wireless Mouse,Accessories,West,Partner,4,49.37,0.05,187.61
T00436,2025-06-08,C0113,27in Monitor,Monitors,North,Partner,1,337.8,0,337.8
T00437,2025-09-02,C0175,Laptop Pro 14,Computers,South,Retail,1,1346.77,0.05,1279.43
T00438,2025-01-31,C0057,Laptop Pro 14,Computers,East,Online,1,1243.14,0.1,1118.83
T00439,2025-07-11,C0155,Smartphone Lite,Phones,East,Online,4,475.11,0,1900.44
T00440,2025-03-22,C0333,Smartphone Lite,Phones,East,Online,4,526.58,0.1,1895.69
T00441,2025-12-29,C0115,Webcam HD,Accessories,South,Retail,2,92.07,0.15,156.52
T00442,2025-06-07,C0360,Smartphone Lite,Phones,West,Partner,2,512.7,0,1025.4
T00443,2025-01-17,C0114,27in Monitor,Monitors,North,Retail,2,368.58,0.15,626.59
T00444,2025-03-14,C0086,Wireless Mouse,Accessories,North,Partner,2,51.84,0,103.68
T00445,2025-12-10,C0108,Smartphone X,Phones,South,Partner,2,752.15,0,1504.3
T00446,2025-02-04,C0198,Wireless Mouse,Accessories,West,Partner,1,46.07,0,46.07
T00447,2025-08-03,C0280,27in Monitor,Monitors,West,Online,3,343.92,0.05,980.17
T00448,2025-09-03,C0038,Tablet 11,Tablets,North,Retail,2,478.8,0.05,909.72
T00449,2025-01-11,C0193,Wireless Mouse,Accessories,South,Partner,1,48.07,0,48.07
T00450,2025-02-08,C0315,Webcam HD,Accessories,West,Partner,4,87.27,0.2,279.26
T00451,2025-01-16,C0081,USB-C Dock,Accessories,North,Online,4,166.44,0,665.76
T00452,2025-06-19,C0374,24in Monitor,Monitors,East,Partner,4,230.49,0,921.96
T00453,2025-05-25,C0252,Mechanical Keyboard,Accessories,South,Online,1,120.02,0,120.02
T00454,2025-07-04,C0308,Laptop Pro 14,Computers,West,Online,1,1324.26,0,1324.26
T00455,2025-02-19,C0243,Laptop Pro 14,Computers,North,Retail,1,1373.36,0.05,1304.69
T00456,2025-07-23,C0279,Noise-Cancel Headset,Audio,West,Online,1,170.22,0.05,161.71
T00457,2025-07-09,C0239,USB-C Dock,Accessories,East,Online,1,154.48,0,154.48
T00458,2025-05-18,C0044,Tablet 11,Tablets,East,Partner,1,509.03,0.1,458.13
T00459,2025-07-31,C0268,Tablet 11,Tablets,West,Partner,1,492.24,0,492.24
T00460,2025-12-18,C0203,Noise-Cancel Headset,Audio,North,Partner,2,174.68,0,349.36
T00461,2025-10-20,C0062,Webcam HD,Accessories,West,Online,3,90.28,0.05,257.3
T00462,2025-03-27,C0350,24in Monitor,Monitors,West,Online,3,226.89,0,680.67
T00463,2025-11-18,C0035,27in Monitor,Monitors,North,Retail,3,366.2,0,1098.6
T00464,2025-10-12,C0007,USB-C Dock,Accessories,West,Online,2,159.38,0.1,286.88
T00465,2025-08-01,C0052,27in Monitor,Monitors,North,Partner,1,359.82,0.05,341.83
T00466,2025-02-21,C0136,Mechanical Keyboard,Accessories,West,Partner,3,124.4,0.15,317.22
T00467,2025-09-06,C0074,Tablet 11,Tablets,West,Online,2,485.55,0,971.1
T00468,2025-07-22,C0138,Wireless Mouse,Accessories,East,Online,2,48.85,0,97.7
T00469,2025-06-22,C0351,Mechanical Keyboard,Accessories,North,Online,1,124.12,0.1,111.71
T00470,2025-03-10,C0138,Mechanical Keyboard,Accessories,West,Partner,4,123.65,0,494.6
T00471,2025-11-27,C0380,Laptop Air 13,Computers,West,Partner,1,1037.84,0,1037.84
T00472,2025-07-11,C0260,Laptop Pro 14,Computers,West,Online,1,1269.56,0,1269.56
T00473,2025-09-26,C0030,Tablet 11,Tablets,South,Online,1,518.94,0,518.94
T00474,2025-08-22,C0238,Laptop Pro 14,Computers,West,Partner,3,1263.77,0.1,3412.18
T00475,2025-03-05,C0091,Smartphone X,Phones,West,Partner,1,808.02,0,808.02
T00476,2025-10-10,C0353,Wireless Mouse,Accessories,North,Retail,1,47.58,0.1,42.82
T00477,2025-01-15,C0110,USB-C Dock,Accessories,South,Partner,1,164.34,0.1,147.91
T00478,2025-04-26,C0400,Smartphone X,Phones,North,Retail,1,800.27,0.05,760.26
T00479,2025-03-09,C0312,Smartphone X,Phones,East,Partner,1,772.52,0.1,695.27
T00480,2025-12-30,C0236,Smartphone X,Phones,East,Online,1,832.71,0.15,707.8
T00481,2025-08-27,C0053,Mechanical Keyboard,Accessories,North,Partner,2,117.53,0.1,211.55
T00482,2025-12-06,C0351,Wireless Mouse,Accessories,North,Retail,2,47.72,0.05,90.67
T00483,2025-02-02,C0134,Wireless Mouse,Accessories,East,Online,5,51.13,0.05,242.87
T00484,2025-03-18,C0308,Webcam HD,Accessories,West,Partner,2,92.26,0.15,156.84
T00485,2025-06-13,C0152,Smartphone X,Phones,East,Retail,1,798.75,0,798.75
T00486,2025-07-27,C0098,USB-C Dock,Accessories,East,Partner,2,168.44,0.05,320.04
T00487,2025-04-24,C0344,Smartphone X,Phones,East,Partner,2,837.98,0.1,1508.36
T00488,2025-06-03,C0050,27in Monitor,Monitors,West,Online,3,335.65,0.1,906.25
T00489,2025-05-13,C0349,Smartphone Lite,Phones,East,Partner,3,480.02,0.1,1296.05
T00490,2025-02-15,C0170,24in Monitor,Monitors,East,Retail,1,223.7,0.1,201.33
T00491,2025-10-27,C0325,Mechanical Keyboard,Accessories,North,Retail,1,112.63,0,112.63
T00492,2025-04-10,C0212,Webcam HD,Accessories,North,Online,1,89.32,0.05,84.85
T00493,2025-03-12,C0235,24in Monitor,Monitors,South,Retail,1,239.8,0.2,191.84
T00494,2025-04-03,C0325,Laptop Air 13,Computers,North,Online,1,960.26,0.05,912.25
T00495,2025-08-20,C0082,Mechanical Keyboard,Accessories,West,Online,1,120.09,0.1,108.08
T00496,2025-03-08,C0245,Tablet 11,Tablets,West,Online,1,494.75,0,494.75
T00497,2025-01-20,C0165,Webcam HD,Accessories,South,Online,1,83.81,0,83.81
T00498,2025-12-13,C0177,Laptop Pro 14,Computers,East,Online,2,1329.17,0,2658.34
T00499,2025-02-22,C0024,USB-C Dock,Accessories,East,Retail,1,150.71,0,150.71
T00500,2025-08-22,C0352,Smartphone Lite,Phones,South,Retail,2,495.03,0.05,940.56
T00501,2025-09-08,C0207,Wireless Mouse,Accessories,North,Online,2,51.39,0,102.78
T00502,2025-04-25,C0259,Smartphone Lite,Phones,South,Online,5,470.37,0,2351.85
T00503,2025-07-07,C0131,Smartphone Lite,Phones,North,Partner,2,521.55,0,1043.1
T00504,2025-01-25,C0060,Smartphone X,Phones,West,Retail,1,755.68,0.1,680.11
T00505,2025-07-14,C0356,Laptop Air 13,Computers,North,Retail,2,957.42,0.05,1819.1
T00506,2025-08-04,C0359,Smartphone X,Phones,South,Retail,1,810.77,0.05,770.23
T00507,2025-02-23,C0055,Webcam HD,Accessories,West,Online,2,84.88,0,169.76
T00508,2025-11-08,C0184,24in Monitor,Monitors,West,Retail,2,242.0,0.1,435.6
T00509,2025-03-24,C0247,Laptop Pro 14,Computers,East,Online,2,1328.34,0.15,2258.18
T00510,2025-01-02,C0343,Laptop Pro 14,Computers,West,Online,2,1351.26,0.15,2297.14
T00511,2025-02-16,C0330,Webcam HD,Accessories,South,Retail,1,93.32,0.1,83.99
T00512,2025-06-01,C0021,Mechanical Keyboard,Accessories,East,Retail,1,114.35,0,114.35
T00513,2025-12-13,C0024,Wireless Mouse,Accessories,North,Online,1,51.07,0,51.07
T00514,2025-12-06,C0319,Smartphone X,Phones,East,Partner,1,793.03,0,793.03
T00515,2025-02-17,C0234,Wireless Mouse,Accessories,East,Retail,3,48.42,0,145.26
T00516,2025-12-20,C0058,Noise-Cancel Headset,Audio,South,Partner,2,185.38,0.05,352.22
T00517,2025-01-31,C0292,27in Monitor,Monitors,West,Online,1,348.27,0.15,296.03
T00518,2025-11-09,C0373,USB-C Dock,Accessories,South,Retail,2,165.92,0.05,315.25
T00519,2025-09-07,C0336,Laptop Air 13,Computers,East,Online,3,946.65,0,2839.95
T00520,2025-12-27,C0115,Smartphone X,Phones,East,Partner,2,820.46,0.1,1476.83
T00521,2025-09-25,C0128,Smartphone Lite,Phones,West,Retail,2,508.68,0,1017.36
T00522,2025-12-06,C0314,Smartphone X,Phones,North,Online,2,830.3,0,1660.6
T00523,2025-11-26,C0085,27in Monitor,Monitors,North,Retail,1,348.83,0.05,331.39
T00524,2025-06-14,C0282,24in Monitor,Monitors,West,Retail,1,229.19,0,229.19
T00525,2025-05-01,C0256,Laptop Air 13,Computers,West,Retail,1,992.78,0.1,893.5
T00526,2025-03-02,C0019,Noise-Cancel Headset,Audio,North,Online,2,176.93,0,353.86
T00527,2025-11-06,C0336,Tablet 11,Tablets,West,Retail,2,502.73,0.15,854.64
T00528,2025-07-06,C0393,Laptop Pro 14,Computers,West,Partner,3,1272.81,0.1,3436.59
T00529,2025-12-03,C0114,Wireless Mouse,Accessories,North,Retail,2,50.52,0,101.04
T00530,2025-07-01,C0360,Smartphone X,Phones,North,Online,4,801.11,0,3204.44
T00531,2025-03-26,C0055,Noise-Cancel Headset,Audio,East,Partner,1,183.76,0.1,165.38
T00532,2025-04-11,C0098,24in Monitor,Monitors,East,Online,1,221.18,0.1,199.06
T00533,2025-08-01,C0396,Laptop Pro 14,Computers,West,Retail,4,1312.84,0.1,4726.22
T00534,2025-12-04,C0272,Tablet 11,Tablets,North,Partner,4,498.93,0,1995.72
T00535,2025-08-10,C0091,Tablet 11,Tablets,South,Partner,1,524.22,0.05,498.01
T00536,2025-03-07,C0259,Laptop Air 13,Computers,West,Retail,1,1044.88,0.05,992.64
T00537,2025-11-08,C0151,Smartphone Lite,Phones,West,Online,2,526.76,0,1053.52
T00538,2025-03-12,C0360,USB-C Dock,Accessories,East,Partner,2,159.23,0.15,270.69
T00539,2025-10-11,C0352,Smartphone X,Phones,East,Partner,1,819.56,0,819.56
T00540,2025-03-09,C0356,Smartphone Lite,Phones,East,Partner,2,499.23,0.15,848.69
T00541,2025-03-01,C0364,Wireless Mouse,Accessories,West,Partner,2,51.6,0.05,98.04
T00542,2025-10-01,C0055,Mechanical Keyboard,Accessories,North,Retail,3,112.04,0,336.12
T00543,2025-03-16,C0083,Laptop Pro 14,Computers,East,Partner,2,1338.0,0,2676.0
T00544,2025-05-09,C0386,27in Monitor,Monitors,North,Retail,3,340.42,0.05,970.2
T00545,2025-08-20,C0115,Laptop Air 13,Computers,West,Online,2,1006.42,0.05,1912.2
T00546,2025-09-19,C0199,Smartphone Lite,Phones,West,Partner,1,524.54,0.05,498.31
T00547,2025-06-10,C0400,Webcam HD,Accessories,West,Online,1,85.83,0.1,77.25
T00548,2025-11-21,C0379,Smartphone Lite,Phones,South,Partner,2,504.29,0,1008.58
T00549,2025-04-10,C0089,Mechanical Keyboard,Accessories,North,Retail,1,112.92,0.2,90.34
T00550,2025-01-21,C0131,USB-C Dock,Accessories,North,Retail,1,152.53,0,152.53
T00551,2025-08-27,C0306,Smartphone Lite,Phones,North,Partner,4,524.67,0,2098.68
T00552,2025-11-12,C0038,Smartphone X,Phones,East,Partner,1,803.81,0.1,723.43
T00553,2025-04-23,C0279,27in Monitor,Monitors,West,Online,2,334.73,0.1,602.51
T00554,2025-06-28,C0151,24in Monitor,Monitors,South,Partner,3,224.36,0.05,639.43
T00555,2025-09-29,C0005,Noise-Cancel Headset,Audio,North,Partner,5,189.33,0.1,851.99
T00556,2025-06-27,C0125,Noise-Cancel Headset,Audio,North,Partner,1,187.99,0.05,178.59
T00557,2025-06-14,C0277,USB-C Dock,Accessories,East,Online,3,156.82,0.15,399.89
T00558,2025-09-22,C0152,Wireless Mouse,Accessories,South,Retail,1,48.92,0.05,46.47
T00559,2025-09-21,C0276,Laptop Air 13,Computers,North,Partner,4,1053.7,0,4214.8
T00560,2025-02-03,C0218,24in Monitor,Monitors,North,Online,2,239.03,0.1,430.25
T00561,2025-10-03,C0037,Smartphone Lite,Phones,South,Online,3,495.12,0.1,1336.82
T00562,2025-08-24,C0129,Smartphone Lite,Phones,North,Partner,1,472.31,0,472.31
T00563,2025-04-27,C0162,Mechanical Keyboard,Accessories,North,Retail,1,117.64,0.05,111.76
T00564,2025-12-11,C0388,Laptop Air 13,Computers,North,Partner,2,1013.19,0.05,1925.06
T00565,2025-02-07,C0155,Wireless Mouse,Accessories,North,Retail,4,50.69,0,202.76
T00566,2025-08-13,C0274,USB-C Dock,Accessories,South,Online,1,158.5,0.05,150.57
T00567,2025-07-20,C0374,Webcam HD,Accessories,East,Online,1,86.84,0.05,82.5
T00568,2025-10-11,C0202,Webcam HD,Accessories,North,Retail,1,89.78,0,89.78
T00569,2025-04-18,C0331,Smartphone Lite,Phones,South,Online,2,481.74,0.1,867.13
T00570,2025-04-05,C0344,24in Monitor,Monitors,North,Partner,2,218.41,0,436.82
T00571,2025-08-25,C0051,Smartphone X,Phones,South,Partner,2,757.52,0,1515.04
T00572,2025-10-25,C0121,Noise-Cancel Headset,Audio,North,Retail,4,182.68,0,730.72
T00573,2025-11-14,C0316,Laptop Air 13,Computers,East,Partner,3,993.08,0,2979.24
T00574,2025-10-27,C0220,27in Monitor,Monitors,South,Online,2,341.31,0,682.62
T00575,2025-06-10,C0142,24in Monitor,Monitors,East,Online,2,232.87,0.1,419.17
T00576,2025-12-14,C0397,Smartphone Lite,Phones,East,Retail,1,495.73,0.05,470.94
T00577,2025-10-10,C0072,Laptop Air 13,Computers,South,Retail,1,1039.97,0.05,987.97
T00578,2025-11-17,C0324,Laptop Air 13,Computers,North,Partner,2,1040.91,0.15,1769.55
T00579,2025-10-24,C0134,USB-C Dock,Accessories,West,Partner,2,150.16,0,300.32
T00580,2025-03-18,C0149,Wireless Mouse,Accessories,South,Retail,1,49.53,0.15,42.1
T00581,2025-09-14,C0123,Webcam HD,Accessories,South,Partner,1,83.77,0,83.77
T00582,2025-03-13,C0075,Noise-Cancel Headset,Audio,West,Retail,1,180.41,0.05,171.39
T00583,2025-01-21,C0120,24in Monitor,Monitors,North,Partner,2,222.52,0,445.04
T00584,2025-04-16,C0233,Webcam HD,Accessories,North,Online,3,88.68,0,266.04
T00585,2025-11-29,C0141,Wireless Mouse,Accessories,East,Partner,1,49.79,0.15,42.32
T00586,2025-10-06,C0335,Tablet 11,Tablets,North,Partner,1,490.93,0.05,466.38
T00587,2025-05-09,C0177,USB-C Dock,Accessories,West,Retail,4,157.2,0,628.8
T00588,2025-11-06,C0040,Laptop Pro 14,Computers,East,Online,1,1246.87,0,1246.87
